,genes,mean,std
1829,Caly,0.7350230082001742,0.7869663222229629
1830,Dhdh,0.015227327802018596,0.11724201478754333
1831,Gm1604b_loc2,0.008150376813383943,0.07221373436887368
1832,Pgam2,0.12027998076699141,0.31500782538793964
1833,Gadd45b,0.1404607720809451,0.34908868695720086
1834,D630023F18Rik,0.08454017517173945,0.24754611511234456
1835,Pdlim7,0.3790290214505648,0.5183919398257754
1836,Gtl3,0.3593520598730906,0.48695879292688854
1837,Mmd2,0.9047184010561612,0.8722820151376199
1838,Rad51ap1,0.02870225491817303,0.15143584409032576
1839,Fyco1,0.4097333245289306,0.5964698181810311
1840,Rab27b,0.30263250431482885,0.4811535225059493
1841,Hist2h2aa1_loc2,0.12634730033588887,0.3134063131530136
1842,Rsu1,0.29924211955308516,0.5115669157554663
1843,Ttc30b,0.09598928113745374,0.27307814902484473
1844,Dynlt1f_loc2,0.02180301223241549,0.13949527168943232
1845,Dynll1,2.342627119690725,0.8923821523062964
1846,Sult5a1,0.02364689769245027,0.1301975793331021
1847,Igsf1,0.02095994367178982,0.14102665072374299
1848,Gabra4,0.6037939605865621,0.6721298838909613
1849,Dlg4,0.8235447213524788,0.7077964849218603
1850,Clvs2,0.1697022337881777,0.336351504151757
1851,Tsc22d1,1.1053347458656932,0.7863303819198662
1852,Sh3bgrl,0.6314345455407699,0.6276215079497467
1853,0610007P14Rik,0.5583446186761094,0.6251602706360717
1854,Gpm6b,2.085227577524653,0.9840834435007759
1855,Gnb5,0.5231547931912734,0.5621327840617409
1856,Ramp1,0.52087604541846,0.6030673535616147
1857,Gstp1,2.1127950028056115,1.1046847087610137
1858,5730522E02Rik,0.07667267014599481,0.23541659162945677
1859,Fam212a,0.054041218435308104,0.2116409945298
1860,Rilpl1,0.1505038729771203,0.33151186258290716
1861,Matn2,0.266251977410372,0.44251563500230634
1862,Rprml,0.4048617312545189,0.5432493360818388
1863,Lxn,0.22605379384488314,0.48304350197660456
1864,Itm2b,2.6520717184079468,0.6346549341111813
1865,Gm10754,0.06197068724973428,0.21302535134744535
1866,Rgs14,0.45333544816232957,0.6329257797369102
1867,Ociad2,0.7361023832775789,0.8199962639575438
1868,Fkbp1a,1.9451982210162475,0.865240686381659
1869,Sh3bgrl3,1.3409992564785698,0.7924717595266522
1870,Mc4r,0.08367205444171702,0.25923810719812695
1871,Chn1,1.8033115682556309,1.3444233136526442
1872,Calm2,3.160522356951693,1.1724647570775044
1873,Msc,0.014095404833406457,0.1145714494968636
1874,Lin7b,0.38082230279033075,0.5192153306716919
1875,Brk1,1.4201916876033618,0.7229641887278352
1876,Palmd,0.31130443784143286,0.6021743089411513
1877,Ifi27,0.5038701482104779,0.5881585152505234
1878,Fam26e,0.08569569063067635,0.2520532674218656
1879,Nmt1,1.33402089777088,0.7227629664636553
1880,Cd34,0.4011891649636175,0.6015397625400403
1881,Fam19a1,0.39466377101007993,0.5881594484818012
1882,Tmod3,0.4237526163929909,0.5827379988128373
1883,Arl1,0.41026871842572377,0.5120592920647606
1884,Fhl2,0.3144809104142689,0.48748708212730896
1885,Gsta4,0.47079003892107535,0.5994318108180018
1886,Capza2,1.1563075616831788,0.7071984800005894
1887,Nckap1,0.7341803185505399,0.706609747553776
1888,Gmpr,0.3243405932049188,0.4573841242528226
1889,Fth1,3.176342577029782,0.9433497886419798
1890,Cpne8,0.4729115871839634,0.6361443803144704
1891,Sphkap,0.4018657584406572,0.5456553632430796
1892,Naa38,0.6422463064483319,0.65838550870557
1893,Tmsb4x,3.228641974668138,1.075417896628763
1894,Spink8,0.35201464111912073,0.6476654151068303
1895,OTTMUSG00000016609_loc1,0.32870767492918723,0.47615717063158697
1896,OTTMUSG00000016609_loc2,0.29255602784739954,0.4479767037023507
1897,OTTMUSG00000016609_loc5,0.29527275853367296,0.45063427500692477
1898,OTTMUSG00000016609_loc6,0.30024501788933544,0.4530228684024891
1899,Actr3b,0.2210232486641546,0.3741052461002497
1900,Abracl,0.31685784782923004,0.5220539627068784
1901,Nt5dc2,0.05309832146679502,0.20770981082442433
1902,Gm6524,0.007235897470036283,0.07935809455331812
1903,Padi4,0.0035288919922516074,0.06645662026452984
1904,Pabpc4l,0.008691340684890747,0.09733764439079555
1905,Col5a2,0.05440949683082282,0.23462499206676635
1906,Dlk1,0.0103222013164479,0.11598500557802083
1907,Lipg,0.01054437146607334,0.09514900342429132
1908,Nts,0.05941506521078989,0.27664270999815926
1909,Krt2,0.007356439572999164,0.06381456196726791
1910,Dcn,0.24744224803221604,0.6867432077238698
1911,Figf,0.034155079955467564,0.15900904456687395
1912,Flrt3,0.2220982692007614,0.4210635649240875
1913,A230077H06Rik,0.030678326843582255,0.1484612647324328
1914,Poln,0.005968593093202436,0.08297554738486208
1915,Acvr1c,0.10904024007812316,0.31431185524401384
1916,Dnah1,0.036363268077075975,0.16535753962852248
1917,Anxa9,0.0037401112661187147,0.05270903424125002
1918,Tmem255a,0.06255436434027756,0.2252477514313561
1919,Baiap2l1,0.05567454055521929,0.2326898463289707
1920,Dyrk3,0.06420588368881562,0.21690809045339382
1921,Dnah6,0.06129978446416966,0.2185894885260852
1922,Fbxo4,0.055865379612576746,0.21940353467238552
1923,Ifrd1,0.46427275223065534,0.6935698982030003
1924,Erlin1,0.10239221413996374,0.27240943449029764
1925,Ncoa5,0.12376191501014443,0.3106252141578237
1926,Ica1l,0.11859083788565511,0.283483345661568
1927,Nudt10,0.1630975307968016,0.34070189855619565
1928,Cpeb1,0.3955267548362745,0.5281447819783405
1929,Pcgf6,0.08512552672138626,0.2485090779458698
1930,Birc2,0.2352800045602532,0.4477185374690108
1931,Smoc2,0.02846054624697928,0.1590954943678071
1932,Inhbb,0.061505147368459655,0.20926664909495388
1933,Slc15a4,0.13702305347570365,0.33137781791754584
1934,Cntn3,0.09981769957082244,0.27519444783488806
1935,Ccdc85a,0.2698973084547357,0.4378749072512608
1936,Zscan18,0.07349852921562068,0.23744463572775443
1937,Nhlrc1,0.07694515594825173,0.24073569536056155
1938,Zfp715,0.16395387580608964,0.36188775432639064
1939,Noa1,0.09144536046041625,0.24854507769422463
1940,Ube2z,0.294322226096112,0.455904964769783
1941,Fam20b,0.2374949051714975,0.4076401422205129
1942,Asb7,0.12615980840661561,0.3183116407938107
1943,Ccdc148,0.10496847099452566,0.27316195612539834
1944,2810417H13Rik,0.009228116090404808,0.09546141905071195
1945,Pdzd4,0.12766057733390573,0.2952111159253035
1946,Ccna1,0.015865700400609542,0.11356214024509388
1947,Noc4l,0.11496338522473905,0.2747216803303356
1948,Pdf,0.1681496285707899,0.34621719066786455
1949,Mas1,0.08362718196260353,0.2433786267703355
1950,Zfp40,0.1334658268089104,0.3163875035911931
1951,Jazf1,0.13742876244265703,0.3068999805390179
1952,Pde4d,0.2956957284900392,0.4267375846246783
1953,Ryr1,0.09977656158056117,0.2971197570628624
1954,Cmtm4,0.20897246037862463,0.39264746941950673
1955,Rab3c,0.8170664368423567,0.929337354410491
1956,Gm8615,0.16140040627831032,0.3692800334159029
1957,Frmd4a,0.1960877134280276,0.39374502858169724
1958,Bbs1,0.12914499777327362,0.3058930796146275
1959,Atp8a1,0.8998713501578758,0.7032885461665642
1960,Map2,0.8127399773050267,0.6778627948303411
1961,Zfyve28,0.15094787174969068,0.3228228357878818
1962,Ccdc149,0.17097219660159158,0.35274078721397073
1963,Epdr1,0.3565310564195852,0.5123952483936326
1964,Ptprg,0.5273206583324962,0.6190219372374863
1965,Spry3,0.03451538345778048,0.1518707151756305
1966,Map9,0.7060672508450395,0.6435276778668032
1967,Marcksl1,0.5377662277013411,0.5959654836021535
1968,Sorbs2,0.5373137210054127,0.6076500512440022
1969,Slc22a17,1.3881378256342376,0.8248324228462515
1970,Cask,0.2880865978768185,0.4572084559942184
1971,Tenm2,0.7472908591024094,0.8192066106563141
1972,Unc5a,0.3588073844768838,0.47388442294103117
1973,Ptpre,0.29891412394514894,0.438040508401959
1974,Donson,0.06996524566521066,0.21958100400042782
1975,Smad3,0.12344832338033222,0.32285635599700807
1976,Strip1,0.31746600914418005,0.4791200738343172
1977,Npr3,0.11469210959016383,0.29521950538066716
1978,Adora1,0.7197111552695863,0.6766742248605419
1979,Ildr2,0.4836096134439681,0.5745696757835499
1980,Ywhab,1.4311205895292183,0.8456886479821879
1981,Adra2a,0.05891570434494939,0.2018011243630498
1982,Furin,0.07369877820998777,0.2569018329577671
1983,Thsd4,0.1325832841350711,0.33230551064484554
1984,Slc16a2,0.2479732879237605,0.4591239557048147
1985,Nrp1,0.5714278589617988,0.6931465211973666
1986,Mpped1,0.5553360846643638,0.6476604680492705
1987,Agl,0.13258963148923167,0.34546731363763794
1988,Fosl2,0.14294408523104155,0.3330303691584007
1989,Slc6a7,0.23612850284120207,0.4207341196850955
1990,Kcnn2,0.2914502472082113,0.4547814889713599
1991,Fam65b,0.34328190414064536,0.4705787686081933
1992,Svop,0.43443775689740743,0.5414448889962672
1993,Cacna1g,0.2734221358763398,0.4408303957573849
1994,Mapk1,0.9770106550758572,0.7573863139593582
1995,Sstr3,0.1005938731047159,0.26192322596945034
1996,Pcdh8,0.23411949039398136,0.47471503695612816
1997,Mapk8ip1,0.5763977731622991,0.6130504126359394
1998,Dgkg,0.6425796611535173,0.8024312217866004
1999,Prkar1a,1.2545169657310113,0.6514426790208178
2000,Deaf1,0.189723610848238,0.3832169657791546
2001,Insig2,0.3030112402312172,0.45029184642088566
2002,Jph4,0.7193885882612869,0.6841916275857342
2003,Syt4,0.8952613611487105,0.8389530441035434
2004,Fndc1,0.04502513845034328,0.1859571249960216
2005,Hnrnpd,0.3175115387471464,0.4805660684078942
2006,Chrd,0.25995280856201536,0.4296635673335926
2007,Bsn,0.6310149595314969,0.6515205124783792
2008,Zfp365,0.8494141135556924,0.7157880768590312
2009,Rasal1,0.27681183563095957,0.4231371486024478
2010,Efnb2,0.19740007747330404,0.3873205532400898
2011,Madd,0.4721801174113437,0.5540073522042059
2012,Ap3b2,0.6589874574427993,0.6515388133720126
2013,Pus7,0.1333808513826221,0.3175012309037229
2014,Grik2,0.20958374021156456,0.38655392549366463
2015,Tmem150c,0.14713124996314628,0.3204036487944483
2016,Ehbp1,0.13923185962607182,0.32905196111495066
2017,Sertm1,0.31978404096973917,0.5249734920968036
2018,C1ql3,0.4042186133625503,0.5847569141980806
2019,Gabra2,0.6155219420418763,0.7242239133046072
2020,Igsf8,0.5208865830981593,0.5357890229575067
2021,Scn2a1,1.4455748602276832,1.0377231265950397
2022,Lrfn4,0.07830985433448373,0.2262948008668109
2023,Cdh22,0.04496603410771603,0.18168959172608437
2024,Myef2,0.2651388610559771,0.43213054593670425
2025,Arih2,0.2156897232804243,0.4167977484069671
2026,B230209E15Rik,0.3140529069894562,0.4770510720309849
2027,Ehmt1,0.4451240599155426,0.5613494561351899
2028,Ube2b,0.9931132104551534,0.7135845651437237
2029,Nalcn,0.5149905181912932,0.5874209697494309
2030,Slc25a22,0.4161133031430538,0.5266892557283331
2031,Ctnnd2,0.7098347792510383,0.6411021545971123
2032,Zfp629,0.11033560558781648,0.3094749654604666
2033,Arpp21,1.1385002760839542,1.0164850632175697
2034,Wsb2,0.5253158064481621,0.5420689520117219
2035,Fam214a,0.20383770871479778,0.39288349405376244
2036,Tspyl3,0.12029973655790338,0.2945425468844275
2037,Pcdh17,0.7840792228001326,0.7730541249382501
2038,Mast1,0.1929931017503564,0.3644215834680247
2039,Ndst3,0.23100586834049067,0.43747257707745746
2040,Fam81a,0.46988219471521264,0.5819937415072757
2041,Hk1,0.9339334025954248,0.7018987049272607
2042,Nrcam,0.8394214562340306,0.7083476314590809
2043,Smarca1,0.2627717459509258,0.4253746910045349
2044,Neo1,0.5075678988770518,0.6103212144491905
2045,Gm21949,0.7824308720384778,0.6695740545644747
2046,Mycbp2,1.1727857435057047,0.8043868406958677
2047,Gprasp1,0.979925685838336,0.7758825756390149
2048,Ctbp2,0.14594737787214968,0.36492922837461816
2049,Trim9,0.7199070498322488,0.7121046890411786
2050,1700025G04Rik,0.19750644803146356,0.36578289946348175
2051,Tmem179,0.5319320442325461,0.6053694527700708
2052,Pcdh19,0.5390611816364993,0.6852805215367235
2053,Cntn1,1.0056669423465125,0.7791346219768454
2054,Ptprs,1.1635774206599458,0.8521378169784374
2055,Psap,1.521386527231648,0.6866746628895446
2056,Rnf169,0.1042549654419926,0.29515997896404156
2057,Mdga1,0.07888702609872263,0.24957477616479293
2058,Darc,0.15857832581052764,0.3405215279058111
2059,Bhlhe40,0.2958942440752182,0.4500042106832557
2060,Fbxo31,0.26639157486041254,0.4235559365945396
2061,Ythdf1,0.3439288750563604,0.50137734467772
2062,Cdh2,0.6519945282755596,0.6318350304887309
2063,Zbtb21,0.06623111218957853,0.2239563814687356
2064,Trappc8,0.2510377342560129,0.4359929126119336
2065,Tada2b,0.10661681815114077,0.2859070946006926
2066,Fezf2,0.1655777445202461,0.38573173957051166
2067,Ap3m2,0.5002143630072995,0.5784855914346314
2068,Hcn1,0.434215252827884,0.5427576113387813
2069,Disp2,0.6581659939741334,0.6766514815885214
2070,Ankrd12,1.040693751170909,0.7370431258976131
2071,Ank2,1.1705708444713554,0.7779890215815845
2072,Ap2m1,0.7121003362134768,0.6067628788353467
2073,Parn,0.1557085855828347,0.3365255686840469
2074,Tubb2b,0.22376575500715196,0.4690463086999245
2075,Gaa,0.7143497993961944,0.673877323324902
2076,Pnmal2,0.734958460282367,0.6765438797279312
2077,Ypel3,0.6432006050663661,0.5922523862808055
2078,Pgm2l1,1.0321604761525913,0.8992018351264431
2079,Gpr101,0.04053923888333427,0.1852612031908788
2080,Kcng2,0.046586061986829595,0.17878856739503096
2081,Hspa12a,0.6791321255055918,0.6867737971434407
2082,Galnt16,0.3670880825120875,0.4939331171405933
2083,Tmem30a,1.3965891639127113,0.7568578740553643
2084,Tenm3,0.5050489114991044,0.6375133500509448
2085,Lman2l,0.1330135539198874,0.3136173912175272
2086,Clcn2,0.274498502267974,0.4368054158569501
2087,Zswim6,0.32286904447288955,0.5103649891538566
2088,Ttc7b,0.21377115572946837,0.39180023311519396
2089,Magee1,0.5218949161283982,0.5382211715185071
2090,Srpk2,0.9322266133375057,0.6954314583751602
2091,Ube2ql1,0.5144263434727457,0.6067515138704611
2092,Camta1,0.9115979406827698,0.8017882212653891
2093,Cmip,1.1798402990507406,0.7991513892288377
2094,Max,0.16006685910427232,0.37724939507013616
2095,Gm7334,0.1392144880953327,0.3449126216691646
2096,Slc7a8,0.22777486432114377,0.41145711667219115
2097,Hrk,0.1232844540709862,0.29887266802104895
2098,Sphk2,0.14486363997276927,0.3356490754855802
2099,Igsf21,0.1385194099832097,0.3340413289975354
2100,Chst2,0.4904878849197743,0.6095642802548299
2101,Cbx6,0.6714188957125097,0.6570010879534632
2102,L1cam,0.4084331109450383,0.5528436133483351
2103,Kcnma1,0.7864057781642765,0.7678452674299869
2104,Hadha,0.19201205003380578,0.4110722868884187
2105,Junb,0.4502942904110955,0.6635569057130959
2106,Rnf165,0.30641128743151064,0.4687475761108501
2107,Ssbp3,0.4262496192621907,0.49809303251960635
2108,Kdm2b,0.12133645432165974,0.3110483636065276
2109,Nab1,0.22957151418121008,0.4689758625016378
2110,Nr4a2,0.2804372059426173,0.5504651208574846
2111,Mageh1,0.23810515880783067,0.42683802482793465
2112,Scn3a,0.4432497175680024,0.5490724717411223
2113,Jak1,0.8643663089902152,0.716822999046692
2114,Synj1,1.0928689500456443,0.8890781907903197
2115,Kdm3a,0.16296552919012536,0.3588417745730518
2116,Rnf157,0.35369658802888554,0.5103824239680536
2117,Lrrc4c,0.46149407025680766,0.5308193534245501
2118,Mpp4,0.09313261650763018,0.2681295931125718
2119,Kctd6,0.23678654605358493,0.38003986731323897
2120,Emc10,0.7742959896161433,0.6981833250203986
2121,Rabgap1l,0.5842621742836053,0.609517018470279
2122,Kif5a,0.6649309709940893,0.6588069756388856
2123,Bsg,1.0733289122283955,0.860196187117817
2124,Ncam1,1.6805288461301966,0.7632635510213226
2125,Usf2,0.30959226785602667,0.48510587309539166
2126,9930021J03Rik,0.3370865369051348,0.48948974005366097
2127,Fbxo33,0.3585995743655524,0.5147118585278206
2128,Map1a,1.0937409600977492,0.7025886235674906
2129,Tmx4,0.8992289702725688,0.7547221669518809
2130,Lamb1,0.0959672001852172,0.28733202028123056
2131,Fastk,0.4234425172383297,0.5273941275975723
2132,Bod1,0.2423533901844961,0.4108500510039727
2133,Rap2a,0.5721928900619117,0.5689528015092259
2134,Cdk14,0.5047590421261684,0.6191616665194021
2135,Pafah1b1,1.1373871097350479,0.7351936430855195
2136,Erdr1,0.4212358156724301,0.5150422035332126
2137,Sos2,0.18740596920003907,0.39350794062815236
2138,Ankrd13d,0.23118341336531964,0.4022207068935421
2139,Synm,0.3189920900268682,0.5075366382880793
2140,Ptpn5,0.31644571320387765,0.47807620616531726
2141,6330403K07Rik,0.5558062241944219,0.6769564513579331
2142,Raph1,0.39913264599298676,0.542655126787987
2143,Cadm3,0.7893873941283456,0.7539292376608248
2144,Gnb2,0.8591692365495218,0.6506260553609751
2145,Gls,0.9382622751935746,0.7977886628775369
2146,Eid1,0.8638671043460658,0.6746620461755749
2147,Cotl1,0.15467019242772248,0.35757052031133907
2148,Tnks,0.14353226206564468,0.32404043577615516
2149,Ubl3,1.0725372612129234,0.7548195991933304
2150,Tomm20,0.7742004277751767,0.6725846068904082
2151,Sez6l,0.3759638515268507,0.512765135895115
2152,Syn1,0.8181974391968992,0.8273733194201335
2153,Slc26a4,0.06116635351629305,0.20662616553338556
2154,Manea,0.23978999429653566,0.4517065906881632
2155,Paqr4,0.3394897608263124,0.5085884651836043
2156,Rab15,0.3961503619114293,0.5382190297042617
2157,Kif2a,0.4747620520050236,0.552146381200204
2158,Slc17a7,0.460468067360202,0.5813709734723378
2159,Yeats4,0.16964978496861735,0.34560587950360844
2160,Npepps,0.7380321051237388,0.6398319735495543
2161,Ptprn,0.9582379552419491,0.8495958205568176
2162,Snap91,0.9403070589766129,0.8245539117738155
2163,Maged1,1.2937794852177433,0.8693798580769486
2164,Zfp26,0.1419469809968539,0.3467031905573938
2165,Rps6ka4,0.08911392972889835,0.27060301884648863
2166,Wbp11,0.7213371783544538,0.6435670156056922
2167,Atp1b1,2.312527465364104,1.4590700565488286
2168,Ckap4,0.1748851114323056,0.369679947473474
2169,H1fx,0.11179204541514201,0.2839416488429113
2170,Bag4,0.30226268205983864,0.453239608975318
2171,Dos,0.7090158259511589,0.7118092684123876
2172,Icam5,0.4581925016324254,0.5957100273200473
2173,Prmt6,0.08382432582275244,0.2571119182310861
2174,Cadps2,0.5192333229518373,0.6992450765783162
2175,Btbd2,0.22619262885134947,0.4043960159810969
2176,Rab11fip2,0.49790235105746994,0.5731985678744534
2177,Map2k4,0.5282273087247635,0.5846236046372356
2178,Irf2bpl,0.35391510310466595,0.5118874352125744
2179,Mrfap1,1.0795922127618964,0.7293495510088795
2180,Dpysl2,1.487689734541636,0.8010894606840351
2181,Rtn1,1.9720474240535903,1.3449226486698431
2182,Fam171a2,0.17614187345330212,0.3547559026210191
2183,E430025E21Rik,0.13126827449151957,0.3197608723439122
2184,Kpna4,0.21942095478838572,0.4160444815649809
2185,Mtmr3,0.27758382562789663,0.45109621975716047
2186,Agtpbp1,0.668829344810543,0.6481864048381756
2187,C77370,0.3939432787518335,0.536941519531712
2188,Nfib,1.0247883939802547,0.8300885339363621
2189,Mtpn,1.113957289560464,0.8351950660358284
2190,Cfl1,1.474558608285996,0.6415972841026779
2191,App,3.1148641452614756,0.6959679430720455
2192,Frs2,0.11470910530419595,0.30691853151710713
2193,Uap1,0.3171550807014678,0.48077448097940373
2194,Hras1,0.27123048595600635,0.41794935716041987
2195,Atn1,0.1747561096004559,0.38122847986881775
2196,Itfg1,0.8625743637069093,0.6955742640862169
2197,Apba2,0.6516207474787501,0.6126794371925226
2198,Map1b,1.8616546927246198,1.10904432844901
2199,Syt11,2.42079008316835,0.8803383859186769
2200,Klhl9,0.4382153596636063,0.5556133163788018
2201,Rac1,0.98225586537811,0.7233572147815343
2202,Akap11,0.8609534755126014,0.7213380437054382
2203,Sptbn1,1.8216795177308969,0.8681275327203237
2204,Cpe,2.1459602973227097,1.2841683406170348
2205,Basp1,1.5766288001604762,1.1747444176341906
2206,Aplp1,2.1682511853794884,0.9509128938580502
2207,Aldh2,0.13309109388988546,0.34296975259012624
2208,Usp35,0.1460329743867706,0.36086916657129664
2209,Nefm,0.4714093126344205,0.6596475601461316
2210,Gnai1,0.9311734009800655,0.7554813452107815
2211,2900097C17Rik,1.9952145465598528,1.0453265033135155
2212,Dok4,0.11552341426668468,0.3150876283894514
2213,Trpm2,0.06807143003393132,0.22509520816754683
2214,Exoc5,0.4166698642856071,0.5265595149430491
2215,Vapa,0.862835077289337,0.6948743970218687
2216,Smap2,0.38680590075780075,0.5089862618290171
2217,Ywhae,1.4611198249255957,0.7176425191201354
2218,Cebpg,0.18936874893758934,0.39777965241209984
2219,Morn4,0.06688489315414588,0.242263132144437
2220,Gfra4,0.263049175413,0.42738824391745367
2221,Gsk3a,0.33409147965233654,0.4910185910955683
2222,Syt5,0.3479925804844315,0.5048522594127238
2223,Abhd12,0.6876727917725949,0.6284576472959027
2224,Mir703,0.3681907654006945,0.5301455642526625
2225,Calr,1.037196866937366,0.7528081607873656
2226,Rnpep,0.11779320951111107,0.30305065980296586
2227,Nacc1,0.1216152242188049,0.3089937642022802
2228,Ppp2r5d,0.26030536831516193,0.43494696737087135
2229,Ccny,0.31495975791019526,0.4797039327337801
2230,Meis2,0.25302511292963775,0.4645690385755357
2231,Rtn3,1.752730328241323,0.8446867633820069
2232,Dnm1,1.2273622643431887,1.0033889902226951
2233,Rev1,0.18182765724456648,0.37300678915261964
2234,Pacs1,0.21229766601829878,0.38690136496368616
2235,Ina,0.3368954026510632,0.4441217968699496
2236,Hnrnpab,0.6161609994541983,0.6354037134744025
2237,Nucks1,0.7448969375373123,0.6285680954634314
2238,Hey1,0.20668985348771296,0.39480815724448076
2239,Ube2d1,0.2201460141112126,0.40648620893961984
2240,Psip1,0.7359561455329127,0.6741210276070088
2241,Eif4h,0.8586759698916593,0.6662614558373615
2242,Serbp1,1.179128164667853,0.6802911955170404
2243,Eef1a1,2.2762344678705824,0.6964438313491832
2244,Trim41,0.15886382679276775,0.348750832829504
2245,Nrg3,0.1551158220022173,0.3252934127174261
2246,Slc33a1,0.20534803110628874,0.3962082375347517
2247,Tusc1,0.05306139803567464,0.18989877135909164
2248,Taf10,0.15822696616367968,0.34800522258509997
2249,2900060B14Rik,0.6917886553558454,0.7936729763359205
2250,Grb2,0.43832694761169927,0.5508508681252327
2251,4931428F04Rik,0.08407658073747416,0.2397248980069513
2252,Stk3,0.11703703679181574,0.3159878632666506
2253,Dtnbp1,0.19738358133743686,0.37770412166076417
2254,Pspc1,0.13028863576704175,0.3198596542232755
2255,Rala,0.5523224662970783,0.5745106107008311
2256,Hapln4,0.2419453963215855,0.3972466709277829
2257,Cdkl4,0.06363397178653869,0.2226360463393852
2258,Sall2,0.21231089082117288,0.4169193938036368
2259,Rpl10,0.6320455452864261,0.5777794641270056
2260,Rilpl2,0.08264041291100412,0.265270047715843
2261,Snrpa,0.12095285150255022,0.31428359047533966
2262,Nefh,0.13140085360868997,0.3142773993263619
2263,Acsl4,0.3722049936825741,0.49743908888129557
2264,Ube2v1,0.4222728104589386,0.5207750097170559
2265,Scamp1,0.6877177160958482,0.6469317414431279
2266,Ap3d1,0.7379791532201497,0.689594821467182
2267,Lmbr1,0.2489685722575608,0.4183149251608171
2268,Spr,0.07809190249780251,0.25200137657542854
2269,Canx,1.5491834223320005,0.7516224523086079
2270,Tmtc3,0.0659931765667809,0.24494294477796624
2271,Lrig2,0.1454771254998872,0.3468009168362242
2272,Tomm6,0.17665038690987522,0.3809182277403023
2273,Gm1821_loc2,0.3184872470263038,0.4758743196375861
2274,Map7d2,0.6743864735628722,0.6350117735869782
2275,Rcn1,0.07084952660289263,0.25877756103056
2276,Alyref,0.13187910823179363,0.3240460515416866
2277,Csnk2b,0.11375898442133492,0.2991696450142929
2278,Hsph1,0.9860049572691147,0.8118638639170866
2279,Sobp,0.5807901906788646,0.6092321300742072
2280,Trim32,0.36232597710388076,0.46906528091481026
2281,Morf4l1,0.10821233473085921,0.287102272067442
2282,Pgam5,0.22642527117507033,0.3956156998994836
2283,Fam216a,0.24908878998133585,0.42945207607856895
2284,Ash2l,0.16735971032978095,0.3576128198600948
2285,Supt7l,0.11277400088587934,0.2939158394129434
2286,Utp18,0.10920380122352162,0.2872862141557974
2287,Rab3ip,0.1873985563855798,0.3621677716402603
2288,B4galt2,0.19224838710664313,0.37151879506813373
2289,Gpr25,0.03692254521783299,0.167281827022868
2290,Fbll1,0.1716843963363603,0.3280015295937963
2291,Zfp704,0.3013119964700769,0.4623842892001668
2292,Fam207a,0.09781691192489694,0.26744730774839
2293,Acsl6,0.3050078033062067,0.5542663376061556
2294,Sharpin,0.14970445081517225,0.33176805608751236
2295,Bloc1s4,0.11807208965205511,0.3073674705786062
2296,Tbc1d5,0.1545601486713438,0.3522268263476766
2297,Tti1,0.0633354688841174,0.21660139238651674
2298,Fuk,0.09869932577435467,0.27293943871041965
2299,Mir5129,0.0038046041711197916,0.056766074513860044
2300,Mir684-1_loc8,0.05032596309946698,0.18882356132470943
2301,Mir684-1_loc3,0.05596314316085492,0.20025914641416484
2302,Mir684-1_loc1,0.06729047522568662,0.22398955751177999
2303,Psmg1,0.09309999078462604,0.27469464869747406
2304,Insr,0.35071084296048777,0.5713153112792386
2305,Fam135a,0.18381994197055226,0.37613018832664247
2306,Mrps21,0.15426700374548527,0.348076661096347
2307,U05342,0.3840600425014877,0.525298923729827
2308,Crocc,0.06191886923277438,0.2295064492008028
2309,Skida1,0.0428907446526053,0.18198100300458978
2310,Fam189a1,0.15687532476498164,0.3386085044201093
2311,Sart3,0.1690764742167341,0.37008198494934075
2312,Nr1h2,0.06677752643476509,0.2238670203949731
2313,Dedd2,0.06586470412037733,0.2330849639348125
2314,Oaz1,0.14759445589612208,0.3089922613079484
2315,Sema4a,0.17812062786045962,0.40024844071182264
2316,Prkag2,0.21254563126806014,0.3865171056532887
2317,Chst8,0.09100291472603993,0.27212865268494435
2318,AI846148,0.10028189936414138,0.28142031700357834
2319,Smurf1,0.193840619763003,0.3859423932301203
2320,Trim46,0.2596769528807499,0.42672589385040055
2321,Eml5,0.4016741906495737,0.5349503350496739
2322,Nol6,0.11989716971277596,0.28309444583226917
2323,St8sia1,0.128919047875928,0.29957529772010866
2324,2300009A05Rik,0.12259676371656122,0.29816037539839996
2325,Mir684-1_loc9,0.10650076337542987,0.28922676295037614
2326,Rundc3b,0.156462116770062,0.32673724425637496
2327,Slitrk1,0.24418683553396564,0.4186572675506441
2328,Gab3,0.07801386374304577,0.2556222117790648
2329,Ptms,0.5406930848485023,0.6487189208314939
2330,Scn1b,0.21029435334209595,0.41039029804456995
2331,Cbx4,0.3352624956512213,0.5159770297681661
2332,Sepw1,0.5311980624167177,0.5937749055901492
2333,Crem,0.12098123623606766,0.31007500218783923
2334,Kras,0.5877419995636789,0.6207254097899332
2335,2900026A02Rik,0.2977524427724956,0.5016193510601878
2336,Klc2,0.24284732470694873,0.40097463733888056
2337,Fam76a,0.2578606767781364,0.43348944517038995
2338,Rab12,0.49840548852219957,0.5862392292608175
2339,Slc25a23,0.36037507645798206,0.49571695983083136
2340,Shisa7,0.3820039565571136,0.543310400456969
2341,Mras,0.4365680322670897,0.5523174757387649
2342,Khsrp,0.1684746204567035,0.354118488032743
2343,Unc13a,0.5226554519870317,0.6112229355280451
2344,Spryd3,0.1632726238888631,0.3352146115380806
2345,Spry2,0.28506338906268314,0.5035345442770243
